id,BeatsPerMinute
524350,118.81957
524351,119.10541
524352,119.13416
524353,118.68719
524354,120.01182
524355,119.31401
524356,119.02597
524357,119.18711
524358,119.08103
524359,119.20712
524360,118.91136
524361,119.05427
524362,118.84129
524363,118.71041
524364,119.09734
524365,119.03567
524366,118.78622
524367,119.01975
524368,118.62774
524369,119.38966
524370,119.22955
524371,118.73285
524372,119.19621
524373,119.20784
524374,119.58662
524375,119.36194
524376,119.21225
524377,118.821915
524378,119.28529
524379,120.60789
524380,118.42518
524381,119.23169
524382,119.22686
524383,119.51496
524384,119.12176
524385,119.22481
524386,119.37807
524387,118.80838
524388,117.889305
524389,119.053116
524390,119.14951
524391,119.051125
524392,119.26672
524393,118.723946
524394,119.05657
524395,118.99868
524396,118.92817
524397,119.11186
524398,118.79196
524399,119.20282
524400,119.2715
524401,119.35432
524402,118.5216
524403,120.22178
524404,119.55779
524405,117.66644
524406,121.27995
524407,118.416855
524408,118.668015
524409,119.156654
524410,119.16253
524411,119.56077
524412,119.26705
524413,119.105125
524414,119.18917
524415,119.30276
524416,118.53421
524417,119.01381
524418,120.358696
524419,119.4187
524420,119.240364
524421,119.018295
524422,119.20808
524423,118.8745
524424,118.97358
524425,119.160225
524426,118.596016
524427,118.65352
524428,119.163605
524429,118.94335
524430,119.30009
524431,119.15965
524432,118.72184
524433,119.42313
524434,119.51758
524435,119.18007
524436,119.02809
524437,119.000114
524438,119.523415
524439,119.16883
524440,119.32467
524441,119.05154
524442,119.16138
524443,119.40701
524444,119.579636
524445,118.54429
524446,119.05977
524447,119.30469
524448,118.92054
524449,118.85135
524450,119.22008
524451,118.73865
524452,120.284996
524453,118.935455
524454,119.677055
524455,118.93912
524456,118.24884
524457,119.453224
524458,119.33422
524459,118.716225
524460,119.20233
524461,119.41762
524462,119.4044
524463,119.31485
524464,118.73889
524465,119.4463
524466,118.85436
524467,119.034
524468,118.69681
524469,120.91214
524470,119.72979
524471,119.1531
524472,118.63541
524473,119.054245
524474,118.58909
524475,118.811226
524476,119.39988
524477,119.886055
524478,119.46489
524479,119.354675
524480,118.81527
524481,119.02666
524482,119.132614
524483,118.89208
524484,119.09157
524485,119.50922
524486,119.31188
524487,118.29843
524488,119.09809
524489,118.689575
524490,119.28824
524491,119.3836
524492,119.14492
524493,119.106
524494,118.747505
524495,119.15938
524496,118.827415
524497,118.79005
524498,118.783394
524499,118.70924
524500,119.21347
524501,119.15324
524502,118.89754
524503,119.301
524504,119.68663
524505,118.839096
524506,119.43289
524507,119.2058
524508,118.78519
524509,119.02397
524510,119.25432
524511,118.69797
524512,118.995834
524513,118.62843
524514,119.48795
524515,119.175095
524516,119.275475
524517,119.04416
524518,118.835884
524519,119.41061
524520,119.28314
524521,119.10986
524522,119.250084
524523,121.362114
524524,118.97423
524525,119.46484
524526,118.88981
524527,118.902794
524528,119.2153
524529,119.33162
524530,118.91983
524531,119.145485
524532,119.296646
524533,118.60401
524534,119.06734
524535,118.93192
524536,119.47146
524537,119.079315
524538,118.61001
524539,118.85
524540,118.88295
524541,119.03034
524542,118.643196
524543,118.6811
524544,118.944405
524545,118.454185
524546,119.27845
524547,119.17339
524548,119.14015
524549,119.15759
524550,118.83247
524551,118.89528
524552,119.022285
524553,119.35376
524554,118.97954
524555,119.0929
524556,119.13436
524557,119.00991
524558,119.085014
524559,118.73552
524560,118.6073
524561,119.264595
524562,118.765015
524563,119.28404
524564,118.801216
524565,119.78051
524566,118.9652
524567,119.009094
524568,121.11887
524569,119.167946
524570,118.79227
524571,118.695786
524572,121.408516
524573,118.808556
524574,119.27663
524575,118.91925
524576,119.52964
524577,119.02296
524578,119.14548
524579,119.00912
524580,118.97504
524581,119.06326
524582,119.07349
524583,119.21381
524584,118.85812
524585,119.145386
524586,119.21146
524587,119.29177
524588,119.26221
524589,121.564575
524590,118.93924
524591,119.66392
524592,119.58915
524593,120.39326
524594,120.43401
524595,119.15558
524596,119.30214
524597,118.83851
524598,118.76575
524599,118.819405
524600,118.960945
524601,119.33125
524602,118.90031
524603,118.5721
524604,119.020134
524605,119.36962
524606,119.09053
524607,119.23078
524608,118.99071
524609,121.00054
524610,119.03898
524611,119.2871
524612,117.91079
524613,119.54113
524614,121.36873
524615,118.901115
524616,119.12328
524617,119.27005
524618,119.1951
524619,119.313675
524620,119.130684
524621,120.66051
524622,119.34327
524623,119.38767
524624,119.05786
524625,119.09257
524626,119.03349
524627,118.95478
524628,119.96238
524629,118.90853
524630,119.124115
524631,119.014206
524632,119.44998
524633,118.88355
524634,119.18854
524635,119.03611
524636,119.07233
524637,119.18939
524638,118.921135
524639,118.71553
524640,118.83539
524641,118.69804
524642,119.13507
524643,118.793274
524644,118.717896
524645,118.96248
524646,119.19223
524647,119.163605
524648,118.84404
524649,119.65164
524650,119.71379
524651,120.52611
524652,118.87027
524653,118.77824
524654,119.103355
524655,118.76834
524656,119.31983
524657,118.952896
524658,119.51631
524659,119.140274
524660,118.998375
524661,119.19826
524662,119.19871
524663,118.99829
524664,118.476295
524665,119.320595
524666,119.046906
524667,119.51691
524668,118.77322
524669,119.4517
524670,118.86721
524671,118.74632
524672,118.94824
524673,118.821045
524674,119.345505
524675,119.12895
524676,118.69698
524677,118.907166
524678,118.893974
524679,118.68593
524680,117.98363
524681,121.369576
524682,119.02027
524683,119.187706
524684,119.13954
524685,119.20942
524686,118.88724
524687,118.65294
524688,119.0913
524689,119.26141
524690,120.12698
524691,118.43561
524692,118.90979
524693,119.16994
524694,119.17039
524695,119.014755
524696,119.36474
524697,118.730446
524698,119.126724
524699,118.598976
524700,119.13719
524701,118.80131
524702,118.55081
524703,119.42884
524704,119.16606
524705,119.019806
524706,119.982155
524707,119.157166
524708,119.06817
524709,119.02155
524710,119.16147
524711,119.51652
524712,119.15787
524713,118.6536
524714,118.96017
524715,118.90701
524716,118.89453
524717,119.016205
524718,118.96035
524719,119.24063
524720,119.27765
524721,119.04522
524722,118.805275
524723,119.18822
524724,119.250145
524725,119.324165
524726,119.28516
524727,119.00848
524728,119.21369
524729,119.23145
524730,119.074585
524731,119.11035
524732,118.88989
524733,118.932976
524734,119.058716
524735,119.088295
524736,118.86112
524737,118.960686
524738,119.2962
524739,119.16609
524740,119.31699
524741,119.469536
524742,118.98582
524743,118.95549
524744,119.12758
524745,118.89546
524746,118.99533
524747,119.196396
524748,118.718414
524749,119.27443
524750,119.083206
524751,119.38263
524752,119.19689
524753,118.927414
524754,119.110535
524755,118.70006
524756,119.01126
524757,119.482994
524758,118.68495
524759,119.41676
524760,118.908356
524761,119.28574
524762,119.24727
524763,119.08355
524764,119.13172
524765,118.89363
524766,119.01532
524767,119.21686
524768,118.92786
524769,118.9742
524770,119.09271
524771,118.83935
524772,118.59697
524773,120.7956
524774,119.15309
524775,119.16538
524776,119.452675
524777,119.222404
524778,119.36787
524779,118.77534
524780,119.25299
524781,119.31662
524782,119.33927
524783,118.87736
524784,118.83774
524785,119.1674
524786,118.891075
524787,119.170815
524788,118.99204
524789,118.87774
524790,119.14105
524791,118.849464
524792,118.945984
524793,118.62137
524794,119.31449
524795,119.019806
524796,119.06844
524797,118.64883
524798,119.23836
524799,118.839325
524800,119.296814
524801,119.29331
524802,119.101265
524803,118.3463
524804,118.76092
524805,119.06864
524806,118.911835
524807,119.1292
524808,119.15685
524809,119.16821
524810,118.64654
524811,118.63271
524812,119.383156
524813,119.19787
524814,118.55513
524815,119.01321
524816,118.59312
524817,119.01673
524818,119.033676
524819,119.55036
524820,118.706726
524821,118.99821
524822,119.17296
524823,118.83096
524824,118.82304
524825,118.54781
524826,119.05789
524827,118.722534
524828,118.32063
524829,118.924965
524830,119.50582
524831,119.47288
524832,118.494286
524833,119.12238
524834,118.761566
524835,119.30179
524836,119.07969
524837,118.68637
524838,119.03784
524839,120.920074
524840,119.28369
524841,118.83906
524842,119.31763
524843,118.944435
524844,118.9231
524845,118.912506
524846,119.369286
524847,119.11415
524848,118.69901
524849,119.40478
524850,118.73553
524851,119.19608
524852,118.76981
524853,121.24089
524854,119.1101
524855,119.78578
524856,118.62462
524857,118.76967
524858,121.12003
524859,119.43421
524860,119.0774
524861,119.6378
524862,118.49749
524863,118.11464
524864,118.76996
524865,119.12589
524866,119.20859
524867,118.767166
524868,119.09265
524869,118.67956
524870,118.89547
524871,119.17558
524872,119.0542
524873,118.84616
524874,119.075935
524875,119.2588
524876,119.258156
524877,119.178314
524878,119.06838
524879,118.838036
524880,118.575554
524881,118.67222
524882,118.5292
524883,118.99235
524884,120.34144
524885,119.24222
524886,119.3261
524887,120.02525
524888,119.15588
524889,118.84449
524890,119.14139
524891,119.206604
524892,118.57626
524893,118.98539
524894,118.978775
524895,118.63963
524896,119.34287
524897,118.74883
524898,118.99528
524899,118.552055
524900,119.821846
524901,118.88434
524902,119.11456
524903,119.35425
524904,118.37014
524905,118.65292
524906,119.477165
524907,118.87184
524908,119.533005
524909,118.447876
524910,119.06349
524911,118.784706
524912,119.00132
524913,118.56089
524914,119.2425
524915,118.82009
524916,119.143845
524917,119.13023
524918,119.20638
524919,119.20162
524920,119.79216
524921,119.150444
524922,118.96714
524923,118.99648
524924,119.33762
524925,119.17443
524926,119.53307
524927,118.826584
524928,119.20677
524929,118.8744
524930,118.84282
524931,120.79453
524932,119.11363
524933,118.899216
524934,119.03117
524935,119.2401
524936,118.84845
524937,119.216156
524938,119.36431
524939,119.189064
524940,119.3055
524941,119.185455
524942,119.24668
524943,119.86527
524944,119.13323
524945,118.747604
524946,119.05557
524947,119.27056
524948,119.10563
524949,118.59809
524950,118.819824
524951,119.054504
524952,119.114975
524953,119.151184
524954,118.908485
524955,118.957794
524956,118.67393
524957,119.241425
524958,119.26659
524959,119.088936
524960,118.9666
524961,118.95567
524962,119.295815
524963,119.35901
524964,119.18526
524965,119.34378
524966,118.90995
524967,118.90549
524968,119.01047
524969,119.26274
524970,118.263695
524971,118.764694
524972,119.28994
524973,118.736824
524974,118.65871
524975,119.057274
524976,119.03193
524977,118.90974
524978,119.62337
524979,121.2805
524980,119.142
524981,118.92692
524982,119.02126
524983,119.07837
524984,118.6694
524985,119.38923
524986,119.157166
524987,119.3089
524988,118.7046
524989,119.1996
524990,118.75062
524991,119.34247
524992,120.37955
524993,119.18795
524994,119.10528
524995,119.631386
524996,118.58756
524997,119.42218
524998,119.208984
524999,118.89935
525000,119.26575
525001,119.02667
525002,118.89992
525003,119.19733
525004,118.26877
525005,118.54254
525006,119.16448
525007,119.30708
525008,119.26465
525009,119.16471
525010,119.132416
525011,119.473816
525012,120.25564
525013,118.88875
525014,118.836555
525015,118.79569
525016,118.64383
525017,119.22526
525018,119.32393
525019,118.42252
525020,119.44101
525021,118.998535
525022,119.161316
525023,119.20238
525024,121.84927
525025,119.0862
525026,119.18731
525027,119.07246
525028,119.14913
525029,119.192345
525030,119.17743
525031,118.97702
525032,119.26567
525033,118.91618
525034,119.54054
525035,119.06868
525036,118.42709
525037,119.13099
525038,118.90853
525039,118.84629
525040,118.835014
525041,119.402504
525042,119.209915
525043,118.83789
525044,118.889404
525045,119.4894
525046,118.80531
525047,118.90252
525048,118.7445
525049,119.47331
525050,119.37436
525051,119.189644
525052,118.8846
525053,121.185265
525054,118.290016
525055,118.929276
525056,118.81125
525057,118.94763
525058,119.35328
525059,119.16373
525060,118.4843
525061,118.77521
525062,118.80382
525063,119.06686
525064,119.099075
525065,119.04927
525066,119.11986
525067,119.09058
525068,119.27345
525069,119.18828
525070,118.88764
525071,119.10643
525072,119.44216
525073,119.079865
525074,119.09778
525075,119.14181
525076,118.800415
525077,119.3204
525078,118.99359
525079,119.28801
525080,119.1523
525081,120.59515
525082,118.9789
525083,119.17857
525084,119.17826
525085,119.10791
525086,119.42304
525087,119.56635
525088,118.90209
525089,119.04133
525090,117.92411
525091,118.86145
525092,119.23444
525093,118.58529
525094,119.19458
525095,119.28528
525096,119.24432
525097,118.92677
525098,119.452774
525099,119.11168
525100,119.631905
525101,120.10217
525102,119.264084
525103,118.82477
525104,119.22311
525105,119.09034
525106,120.070854
525107,119.26193
525108,119.2453
525109,119.04584
525110,119.00954
525111,118.37059
525112,119.094894
525113,120.34256
525114,119.120735
525115,118.70569
525116,119.18481
525117,119.493065
525118,119.44391
525119,118.54487
525120,118.74079
525121,118.73786
525122,119.24607
525123,118.789375
525124,118.872826
525125,118.94674
525126,119.10276
525127,118.57245
525128,119.480194
525129,119.132416
525130,119.17751
525131,118.97629
525132,118.71652
525133,118.68845
525134,119.23069
525135,119.13447
525136,119.62409
525137,118.956375
525138,118.986305
525139,119.070045
525140,119.25505
525141,118.96819
525142,119.099754
525143,118.68363
525144,119.01871
525145,119.17526
525146,119.0684
525147,121.57731
525148,118.24469
525149,118.85627
525150,118.83221
525151,119.12515
525152,118.79648
525153,119.29036
525154,118.59495
525155,118.65213
525156,118.92967
525157,118.58516
525158,119.098495
525159,118.54364
525160,119.39118
525161,118.682236
525162,119.31275
525163,119.465195
525164,119.78539
525165,119.26596
525166,119.17347
525167,118.90964
525168,119.036606
525169,119.36917
525170,119.110435
525171,119.146164
525172,119.23722
525173,119.30918
525174,119.028694
525175,121.871086
525176,118.88874
525177,119.20662
525178,118.89315
525179,119.05116
525180,119.24015
525181,119.109795
525182,119.03563
525183,119.66896
525184,118.900635
525185,119.095955
525186,119.261444
525187,119.6728
525188,119.01437
525189,118.88115
525190,118.48325
525191,118.995285
525192,118.96366
525193,119.49379
525194,119.20106
525195,118.691895
525196,118.99888
525197,118.69035
525198,119.2236
525199,119.4022
525200,119.19455
525201,119.1167
525202,119.41702
525203,118.99528
525204,118.85296
525205,119.20924
525206,118.717545
525207,119.39575
525208,119.06132
525209,118.947464
525210,119.013245
525211,119.19944
525212,119.219696
525213,118.85306
525214,119.42113
525215,118.92393
525216,118.842834
525217,118.77031
525218,118.97641
525219,119.066574
525220,119.26854
525221,119.1725
525222,119.72931
525223,119.190125
525224,118.8749
525225,119.2141
525226,118.75157
525227,119.062485
525228,119.14767
525229,118.771385
525230,119.051834
525231,119.1177
525232,119.50192
525233,119.35513
525234,118.89356
525235,119.035576
525236,118.86467
525237,119.302536
525238,118.92088
525239,118.60284
525240,119.09529
525241,118.98849
525242,119.3472
525243,118.8008
525244,119.24716
525245,119.33449
525246,118.64614
525247,118.13013
525248,119.395454
525249,119.39712
525250,119.1049
525251,119.39436
525252,118.557365
525253,118.99909
525254,119.439064
525255,119.21376
525256,119.008736
525257,119.42802
525258,119.453064
525259,119.241585
525260,119.24673
525261,119.258026
525262,118.9622
525263,119.06315
525264,119.36588
525265,119.27658
525266,119.11257
525267,118.567986
525268,119.15823
525269,119.30596
525270,119.13692
525271,119.10467
525272,118.89423
525273,119.526245
525274,118.720215
525275,119.005844
525276,121.11147
525277,119.12218
525278,119.10406
525279,119.00663
525280,118.71966
525281,119.098045
525282,118.488625
525283,119.087204
525284,119.25322
525285,119.40854
525286,119.16146
525287,119.19928
525288,120.81655
525289,119.36214
525290,118.98971
525291,118.914665
525292,119.109886
525293,119.12691
525294,118.99509
525295,119.1385
525296,118.633
525297,119.01654
525298,119.40531
525299,118.276215
525300,121.21467
525301,119.29068
525302,119.09429
525303,118.64812
525304,119.48008
525305,119.05558
525306,118.87207
525307,118.97263
525308,118.8065
525309,119.27704
525310,119.78348
525311,119.335945
525312,119.23174
525313,118.340096
525314,119.04208
525315,118.7175
525316,118.94111
525317,119.08143
525318,119.15412
525319,118.98593
525320,119.0425
525321,119.40839
525322,118.835106
525323,118.925125
525324,118.90885
525325,119.56054
525326,119.291275
525327,119.37823
525328,119.345985
525329,118.7227
525330,119.22723
525331,119.05825
525332,119.08033
525333,118.52078
525334,118.6614
525335,118.51273
525336,122.43539
525337,119.436516
525338,119.19133
525339,119.311615
525340,118.75335
525341,118.892006
525342,120.104385
525343,118.52553
525344,118.86511
525345,118.90938
525346,120.362946
525347,118.96177
525348,118.77482
525349,118.82816
525350,119.00023
525351,119.084305
525352,118.548935
525353,119.230156
525354,118.97915
525355,119.01046
525356,118.586235
525357,122.3419
525358,119.20061
525359,119.1052
525360,119.35545
525361,118.78376
525362,118.71169
525363,118.78883
525364,119.03264
525365,119.047035
525366,118.94795
525367,119.050095
525368,119.37485
525369,119.13086
525370,119.07193
525371,118.333725
525372,118.039505
525373,121.01155
525374,119.05446
525375,119.50538
525376,119.67736
525377,119.063225
525378,118.85866
525379,119.32935
525380,118.906876
525381,119.34496
525382,119.15607
525383,118.933945
525384,119.069786
525385,119.222275
525386,119.238525
525387,119.46929
525388,119.45714
525389,118.821526
525390,119.45781
525391,119.23325
525392,118.89528
525393,118.88248
525394,119.1909
525395,119.190125
525396,119.04219
525397,119.13381
525398,119.24173
525399,119.22603
525400,118.092926
525401,118.93755
525402,119.3145
525403,119.47913
525404,118.10201
525405,119.1118
525406,119.38428
525407,119.084114
525408,119.12652
525409,119.07547
525410,119.17758
525411,119.50204
525412,118.68484
525413,118.704994
525414,119.0784
525415,118.6877
525416,119.26515
525417,119.302444
525418,119.04803
525419,119.3008
525420,118.96654
525421,119.09093
525422,118.49576
525423,119.10318
525424,118.71892
525425,118.88485
525426,118.79532
525427,119.11238
525428,119.06728
525429,119.420654
525430,119.05146
525431,119.14429
525432,118.984116
525433,119.1237
525434,119.053314
525435,119.64714
525436,119.697975
525437,119.25752
525438,119.1446
525439,118.91946
525440,119.1549
525441,118.79115
525442,118.82186
525443,118.76154
525444,120.16802
525445,119.0572
525446,118.938
525447,119.39084
525448,118.79262
525449,119.06267
525450,118.72657
525451,118.59518
525452,118.92545
525453,118.99055
525454,119.17552
525455,119.00329
525456,118.680664
525457,118.95296
525458,119.23973
525459,119.15363
525460,118.82964
525461,119.10687
525462,119.298584
525463,118.789314
525464,119.162186
525465,118.60783
525466,118.96637
525467,119.19819
525468,119.28455
525469,118.69176
525470,119.13894
525471,119.31656
525472,118.931244
525473,118.819595
525474,118.966965
525475,119.235596
525476,120.21373
525477,119.256355
525478,118.78997
525479,119.33515
525480,119.02107
525481,119.244156
525482,118.5552
525483,119.05428
525484,118.8044
525485,118.78801
525486,118.84519
525487,119.49728
525488,118.844734
525489,119.18829
525490,119.04194
525491,119.401985
525492,118.76974
525493,119.338104
525494,119.391014
525495,118.787865
525496,119.010376
525497,119.055984
525498,118.42744
525499,119.062294
525500,119.18295
525501,118.45859
525502,118.36352
525503,118.92493
525504,120.80084
525505,118.95306
525506,118.26615
525507,119.20135
525508,119.40467
525509,119.2413
525510,119.12701
525511,118.94936
525512,119.33285
525513,119.22347
525514,118.92802
525515,119.198906
525516,120.1139
525517,119.04506
525518,119.074585
525519,119.30596
525520,118.945435
525521,118.05464
525522,119.391014
525523,118.79173
525524,118.968155
525525,119.00834
525526,119.17135
525527,119.21292
525528,117.67039
525529,119.569786
525530,119.409035
525531,118.872
525532,119.81332
525533,118.819275
525534,118.7906
525535,118.899475
525536,118.97677
525537,119.078865
525538,118.953995
525539,119.10194
525540,119.09591
525541,119.144135
525542,118.59784
525543,118.60738
525544,119.21472
525545,119.22899
525546,118.88353
525547,119.17012
525548,118.97697
525549,119.52291
525550,118.931984
525551,119.05439
525552,119.34664
525553,119.34071
525554,120.129295
525555,118.79397
525556,118.78846
525557,118.453125
525558,119.17311
525559,119.17895
525560,118.932434
525561,118.79495
525562,119.05174
525563,119.32781
525564,118.90876
525565,118.74959
525566,118.91384
525567,119.246635
525568,119.04487
525569,118.99581
525570,119.42789
525571,119.08975
525572,118.92546
525573,119.319275
525574,118.930756
525575,118.806404
525576,119.30451
525577,118.14419
525578,119.160416
525579,119.342224
525580,119.0451
525581,119.13441
525582,118.88998
525583,118.98637
525584,120.28359
525585,119.13855
525586,118.53899
525587,119.07716
525588,119.209175
525589,119.05942
525590,118.81065
525591,118.85802
525592,119.20304
525593,118.711205
525594,118.578026
525595,118.36291
525596,119.1094
525597,118.69494
525598,119.121574
525599,118.97791
525600,118.550674
525601,119.13465
525602,120.23923
525603,119.31756
525604,119.03884
525605,118.97554
525606,119.35446
525607,119.62633
525608,118.94173
525609,118.88142
525610,119.997406
525611,119.094604
525612,119.13106
525613,119.374176
525614,118.85887
525615,118.738106
525616,119.33035
525617,118.83615
525618,119.12952
525619,118.61858
525620,118.90312
525621,119.377235
525622,119.58153
525623,118.3279
525624,119.11771
525625,119.39363
525626,119.27093
525627,119.16948
525628,118.94911
525629,119.09274
525630,118.96116
525631,118.99942
525632,119.22591
525633,119.343605
525634,118.72745
525635,119.08286
525636,119.29601
525637,119.25293
525638,119.18207
525639,118.90028
525640,119.35014
525641,119.949814
525642,119.45266
525643,119.051155
525644,118.81728
525645,118.24785
525646,118.93372
525647,119.28656
525648,118.93736
525649,119.24951
525650,118.90623
525651,118.72819
525652,118.40015
525653,118.921486
525654,120.66555
525655,119.55309
525656,118.47057
525657,119.18367
525658,121.00004
525659,119.06128
525660,119.429634
525661,118.823074
525662,118.53973
525663,118.85127
525664,120.02936
525665,119.138985
525666,119.313095
525667,119.11166
525668,118.86115
525669,119.10912
525670,119.15584
525671,119.24135
525672,118.85352
525673,119.62837
525674,119.12936
525675,119.26423
525676,119.21585
525677,119.07436
525678,119.4598
525679,119.021675
525680,118.975525
525681,119.13071
525682,119.06437
525683,118.69258
525684,118.96076
525685,118.83178
525686,119.20534
525687,119.10002
525688,119.31159
525689,120.19186
525690,119.14388
525691,119.01517
525692,119.38144
525693,118.78978
525694,118.96269
525695,120.591896
525696,119.45121
525697,118.84
525698,119.32676
525699,118.8609
525700,118.83621
525701,118.96285
525702,118.97394
525703,118.23444
525704,118.46357
525705,118.82746
525706,119.56864
525707,118.73671
525708,118.88904
525709,119.19488
525710,119.07624
525711,119.64126
525712,118.17165
525713,119.27979
525714,122.22713
525715,118.389404
525716,118.763504
525717,118.916016
525718,118.90866
525719,119.155304
525720,119.26952
525721,119.276665
525722,118.91918
525723,119.03959
525724,119.46152
525725,121.907074
525726,118.610466
525727,118.86037
525728,118.928406
525729,119.17163
525730,118.825745
525731,119.13989
525732,118.73516
525733,119.22165
525734,118.47231
525735,118.997955
525736,118.54187
525737,119.317604
525738,119.0614
525739,119.06512
525740,118.91748
525741,119.15827
525742,119.12603
525743,119.4167
525744,118.668976
525745,118.93239
525746,118.82333
525747,120.56371
525748,119.15753
525749,119.40694
525750,119.40575
525751,118.46642
525752,119.0608
525753,118.88851
525754,119.47602
525755,118.86762
525756,119.61402
525757,119.42479
525758,118.92594
525759,119.1961
525760,119.04237
525761,118.75604
525762,119.229904
525763,119.17691
525764,118.53673
525765,119.001396
525766,119.08953
525767,119.00796
525768,119.32372
525769,119.29141
525770,118.7389
525771,118.23118
525772,119.27651
525773,118.57774
525774,119.358086
525775,118.52516
525776,119.22765
525777,119.05677
525778,118.9701
525779,119.18461
525780,119.47531
525781,118.98364
525782,120.17002
525783,122.10472
525784,118.887695
525785,119.10243
525786,119.23019
525787,118.73239
525788,119.05286
525789,118.936874
525790,119.27309
525791,119.16175
525792,119.18578
525793,118.34794
525794,119.16794
525795,118.87454
525796,119.56693
525797,119.10889
525798,119.14388
525799,119.37596
525800,119.22551
525801,119.26403
525802,118.82977
525803,119.28357
525804,118.9699
525805,119.40689
525806,120.669495
525807,118.90167
525808,119.229645
525809,119.05103
525810,119.22494
525811,118.44182
525812,119.2824
525813,119.23401
525814,118.61319
525815,121.650215
525816,118.69485
525817,118.92723
525818,119.15131
525819,119.04883
525820,119.23712
525821,119.06767
525822,119.476845
525823,120.60022
525824,118.60554
525825,118.611694
525826,119.37224
525827,119.32803
525828,119.15082
525829,119.32819
525830,119.03237
525831,119.34015
525832,119.35708
525833,118.24756
525834,119.23991
525835,119.33819
525836,118.879524
525837,118.452705
525838,118.99784
525839,119.132355
525840,119.366295
525841,119.358406
525842,119.42751
525843,119.34777
525844,119.32831
525845,119.09536
525846,118.29707
525847,119.19995
525848,118.75144
525849,118.69138
525850,119.40976
525851,118.9411
525852,119.28576
525853,118.67814
525854,119.13054
525855,119.24645
525856,119.42327
525857,118.80862
525858,118.9067
525859,119.01858
525860,118.83277
525861,119.21852
525862,120.053764
525863,119.256645
525864,119.23009
525865,119.25471
525866,119.00937
525867,118.711464
525868,118.84159
525869,119.26271
525870,119.36745
525871,118.97364
525872,119.13114
525873,119.1727
525874,118.97517
525875,119.15341
525876,119.29496
525877,118.8073
525878,118.76169
525879,119.110565
525880,118.995155
525881,119.46998
525882,119.34021
525883,119.25122
525884,120.20781
525885,119.19501
525886,119.55305
525887,119.09105
525888,119.32092
525889,118.893394
525890,118.60315
525891,118.90077
525892,119.03299
525893,118.9064
525894,119.289154
525895,119.295975
525896,119.263954
525897,118.84806
525898,118.93686
525899,118.61007
525900,118.837975
525901,119.3167
525902,119.203964
525903,118.93582
525904,119.32579
525905,119.165504
525906,119.26263
525907,118.62438
525908,119.09271
525909,119.17384
525910,118.71165
525911,119.295006
